fips,stateabbr,statedesc,locationname,measure,data_value_type,asthma_prevalence_pct
50027,VT,Vermont,Windsor,Current asthma among adults,Age-adjusted prevalence,11.0
51057,VA,Virginia,Essex,Current asthma among adults,Age-adjusted prevalence,12.0
51111,VA,Virginia,Lunenburg,Current asthma among adults,Age-adjusted prevalence,11.6
51051,VA,Virginia,Dickenson,Current asthma among adults,Age-adjusted prevalence,11.6
51005,VA,Virginia,Alleghany,Current asthma among adults,Age-adjusted prevalence,11.3
51530,VA,Virginia,Buena Vista,Current asthma among adults,Age-adjusted prevalence,11.6
51173,VA,Virginia,Smyth,Current asthma among adults,Age-adjusted prevalence,11.5
51009,VA,Virginia,Amherst,Current asthma among adults,Age-adjusted prevalence,11.5
49057,UT,Utah,Weber,Current asthma among adults,Age-adjusted prevalence,11.4
48489,TX,Texas,Willacy,Current asthma among adults,Age-adjusted prevalence,8.9
48485,TX,Texas,Wichita,Current asthma among adults,Age-adjusted prevalence,10.3
48495,TX,Texas,Winkler,Current asthma among adults,Age-adjusted prevalence,9.1
51810,VA,Virginia,Virginia Beach,Current asthma among adults,Age-adjusted prevalence,10.6
49009,UT,Utah,Daggett,Current asthma among adults,Age-adjusted prevalence,10.9
51149,VA,Virginia,Prince George,Current asthma among adults,Age-adjusted prevalence,10.7
49039,UT,Utah,Sanpete,Current asthma among adults,Age-adjusted prevalence,11.2
48423,TX,Texas,Smith,Current asthma among adults,Age-adjusted prevalence,10.5
51071,VA,Virginia,Giles,Current asthma among adults,Age-adjusted prevalence,11.0
51193,VA,Virginia,Westmoreland,Current asthma among adults,Age-adjusted prevalence,11.7
48431,TX,Texas,Sterling,Current asthma among adults,Age-adjusted prevalence,9.3
51740,VA,Virginia,Portsmouth,Current asthma among adults,Age-adjusted prevalence,12.3
48507,TX,Texas,Zavala,Current asthma among adults,Age-adjusted prevalence,9.4
51107,VA,Virginia,Loudoun,Current asthma among adults,Age-adjusted prevalence,8.9
51685,VA,Virginia,Manassas Park,Current asthma among adults,Age-adjusted prevalence,9.7
51181,VA,Virginia,Surry,Current asthma among adults,Age-adjusted prevalence,11.5
51700,VA,Virginia,Newport News,Current asthma among adults,Age-adjusted prevalence,11.6
49013,UT,Utah,Duchesne,Current asthma among adults,Age-adjusted prevalence,11.3
51047,VA,Virginia,Culpeper,Current asthma among adults,Age-adjusted prevalence,10.7
51007,VA,Virginia,Amelia,Current asthma among adults,Age-adjusted prevalence,11.5
51720,VA,Virginia,Norton,Current asthma among adults,Age-adjusted prevalence,11.8
51660,VA,Virginia,Harrisonburg,Current asthma among adults,Age-adjusted prevalence,10.8
51027,VA,Virginia,Buchanan,Current asthma among adults,Age-adjusted prevalence,11.7
49017,UT,Utah,Garfield,Current asthma among adults,Age-adjusted prevalence,10.8
51678,VA,Virginia,Lexington,Current asthma among adults,Age-adjusted prevalence,10.7
49031,UT,Utah,Piute,Current asthma among adults,Age-adjusted prevalence,11.8
51093,VA,Virginia,Isle of Wight,Current asthma among adults,Age-adjusted prevalence,10.9
51065,VA,Virginia,Fluvanna,Current asthma among adults,Age-adjusted prevalence,11.1
51145,VA,Virginia,Powhatan,Current asthma among adults,Age-adjusted prevalence,10.5
49003,UT,Utah,Box Elder,Current asthma among adults,Age-adjusted prevalence,11.1
51011,VA,Virginia,Appomattox,Current asthma among adults,Age-adjusted prevalence,11.3
51053,VA,Virginia,Dinwiddie,Current asthma among adults,Age-adjusted prevalence,11.3
48497,TX,Texas,Wise,Current asthma among adults,Age-adjusted prevalence,10.0
51197,VA,Virginia,Wythe,Current asthma among adults,Age-adjusted prevalence,11.3
51131,VA,Virginia,Northampton,Current asthma among adults,Age-adjusted prevalence,11.4
48467,TX,Texas,Van Zandt,Current asthma among adults,Age-adjusted prevalence,10.5
51161,VA,Virginia,Roanoke,Current asthma among adults,Age-adjusted prevalence,10.5
48483,TX,Texas,Wheeler,Current asthma among adults,Age-adjusted prevalence,10.4
51710,VA,Virginia,Norfolk,Current asthma among adults,Age-adjusted prevalence,11.1
53003,WA,Washington,Asotin,Current asthma among adults,Age-adjusted prevalence,12.0
50011,VT,Vermont,Franklin,Current asthma among adults,Age-adjusted prevalence,11.5
48443,TX,Texas,Terrell,Current asthma among adults,Age-adjusted prevalence,8.7
49035,UT,Utah,Salt Lake,Current asthma among adults,Age-adjusted prevalence,10.9
49021,UT,Utah,Iron,Current asthma among adults,Age-adjusted prevalence,11.0
51185,VA,Virginia,Tazewell,Current asthma among adults,Age-adjusted prevalence,11.6
50003,VT,Vermont,Bennington,Current asthma among adults,Age-adjusted prevalence,11.7
51097,VA,Virginia,King and Queen,Current asthma among adults,Age-adjusted prevalence,11.5
51021,VA,Virginia,Bland,Current asthma among adults,Age-adjusted prevalence,10.5
51031,VA,Virginia,Campbell,Current asthma among adults,Age-adjusted prevalence,11.2
51510,VA,Virginia,Alexandria,Current asthma among adults,Age-adjusted prevalence,9.9
50017,VT,Vermont,Orange,Current asthma among adults,Age-adjusted prevalence,11.4
51683,VA,Virginia,Manassas,Current asthma among adults,Age-adjusted prevalence,9.6
51075,VA,Virginia,Goochland,Current asthma among adults,Age-adjusted prevalence,10.2
51141,VA,Virginia,Patrick,Current asthma among adults,Age-adjusted prevalence,11.2
51137,VA,Virginia,Orange,Current asthma among adults,Age-adjusted prevalence,10.8
53009,WA,Washington,Clallam,Current asthma among adults,Age-adjusted prevalence,11.8
51830,VA,Virginia,Williamsburg,Current asthma among adults,Age-adjusted prevalence,11.0
51165,VA,Virginia,Rockingham,Current asthma among adults,Age-adjusted prevalence,10.7
53005,WA,Washington,Benton,Current asthma among adults,Age-adjusted prevalence,10.9
51037,VA,Virginia,Charlotte,Current asthma among adults,Age-adjusted prevalence,12.1
51091,VA,Virginia,Highland,Current asthma among adults,Age-adjusted prevalence,10.6
48491,TX,Texas,Williamson,Current asthma among adults,Age-adjusted prevalence,9.0
48427,TX,Texas,Starr,Current asthma among adults,Age-adjusted prevalence,9.3
53017,WA,Washington,Douglas,Current asthma among adults,Age-adjusted prevalence,10.6
49007,UT,Utah,Carbon,Current asthma among adults,Age-adjusted prevalence,11.7
51043,VA,Virginia,Clarke,Current asthma among adults,Age-adjusted prevalence,10.2
53001,WA,Washington,Adams,Current asthma among adults,Age-adjusted prevalence,10.6
55073,WI,Wisconsin,Marathon,Current asthma among adults,Age-adjusted prevalence,10.3
54071,WV,West Virginia,Pendleton,Current asthma among adults,Age-adjusted prevalence,12.2
55013,WI,Wisconsin,Burnett,Current asthma among adults,Age-adjusted prevalence,11.3
55133,WI,Wisconsin,Waukesha,Current asthma among adults,Age-adjusted prevalence,10.3
54023,WV,West Virginia,Grant,Current asthma among adults,Age-adjusted prevalence,12.1
54009,WV,West Virginia,Brooke,Current asthma among adults,Age-adjusted prevalence,11.9
55027,WI,Wisconsin,Dodge,Current asthma among adults,Age-adjusted prevalence,10.8
54063,WV,West Virginia,Monroe,Current asthma among adults,Age-adjusted prevalence,12.5
55023,WI,Wisconsin,Crawford,Current asthma among adults,Age-adjusted prevalence,11.1
54049,WV,West Virginia,Marion,Current asthma among adults,Age-adjusted prevalence,12.3
55137,WI,Wisconsin,Waushara,Current asthma among adults,Age-adjusted prevalence,10.6
55057,WI,Wisconsin,Juneau,Current asthma among adults,Age-adjusted prevalence,11.2
54085,WV,West Virginia,Ritchie,Current asthma among adults,Age-adjusted prevalence,12.6
56037,WY,Wyoming,Sweetwater,Current asthma among adults,Age-adjusted prevalence,10.3
55123,WI,Wisconsin,Vernon,Current asthma among adults,Age-adjusted prevalence,11.2
54007,WV,West Virginia,Braxton,Current asthma among adults,Age-adjusted prevalence,12.6
54045,WV,West Virginia,Logan,Current asthma among adults,Age-adjusted prevalence,12.8
55097,WI,Wisconsin,Portage,Current asthma among adults,Age-adjusted prevalence,10.7
53021,WA,Washington,Franklin,Current asthma among adults,Age-adjusted prevalence,10.5
54011,WV,West Virginia,Cabell,Current asthma among adults,Age-adjusted prevalence,12.9
56007,WY,Wyoming,Carbon,Current asthma among adults,Age-adjusted prevalence,10.0
55031,WI,Wisconsin,Douglas,Current asthma among adults,Age-adjusted prevalence,11.1
56003,WY,Wyoming,Big Horn,Current asthma among adults,Age-adjusted prevalence,10.5
55071,WI,Wisconsin,Manitowoc,Current asthma among adults,Age-adjusted prevalence,10.8
55127,WI,Wisconsin,Walworth,Current asthma among adults,Age-adjusted prevalence,10.5
53031,WA,Washington,Jefferson,Current asthma among adults,Age-adjusted prevalence,11.0
55017,WI,Wisconsin,Chippewa,Current asthma among adults,Age-adjusted prevalence,11.2
54015,WV,West Virginia,Clay,Current asthma among adults,Age-adjusted prevalence,12.8
54067,WV,West Virginia,Nicholas,Current asthma among adults,Age-adjusted prevalence,12.3
53037,WA,Washington,Kittitas,Current asthma among adults,Age-adjusted prevalence,11.3
56019,WY,Wyoming,Johnson,Current asthma among adults,Age-adjusted prevalence,10.4
54053,WV,West Virginia,Mason,Current asthma among adults,Age-adjusted prevalence,13.0
55085,WI,Wisconsin,Oneida,Current asthma among adults,Age-adjusted prevalence,10.7
56043,WY,Wyoming,Washakie,Current asthma among adults,Age-adjusted prevalence,10.3
53071,WA,Washington,Walla Walla,Current asthma among adults,Age-adjusted prevalence,11.1
53061,WA,Washington,Snohomish,Current asthma among adults,Age-adjusted prevalence,11.1
53055,WA,Washington,San Juan,Current asthma among adults,Age-adjusted prevalence,10.8
53045,WA,Washington,Mason,Current asthma among adults,Age-adjusted prevalence,11.2
54001,WV,West Virginia,Barbour,Current asthma among adults,Age-adjusted prevalence,12.7
55009,WI,Wisconsin,Brown,Current asthma among adults,Age-adjusted prevalence,10.7
54089,WV,West Virginia,Summers,Current asthma among adults,Age-adjusted prevalence,13.4
55089,WI,Wisconsin,Ozaukee,Current asthma among adults,Age-adjusted prevalence,10.3
53075,WA,Washington,Whitman,Current asthma among adults,Age-adjusted prevalence,11.9
55141,WI,Wisconsin,Wood,Current asthma among adults,Age-adjusted prevalence,11.1
55077,WI,Wisconsin,Marquette,Current asthma among adults,Age-adjusted prevalence,11.2
55035,WI,Wisconsin,Eau Claire,Current asthma among adults,Age-adjusted prevalence,10.7
55069,WI,Wisconsin,Lincoln,Current asthma among adults,Age-adjusted prevalence,11.1
55129,WI,Wisconsin,Washburn,Current asthma among adults,Age-adjusted prevalence,11.3
56041,WY,Wyoming,Uinta,Current asthma among adults,Age-adjusted prevalence,10.3
54075,WV,West Virginia,Pocahontas,Current asthma among adults,Age-adjusted prevalence,12.5
55083,WI,Wisconsin,Oconto,Current asthma among adults,Age-adjusted prevalence,11.2
53073,WA,Washington,Whatcom,Current asthma among adults,Age-adjusted prevalence,10.8
55047,WI,Wisconsin,Green Lake,Current asthma among adults,Age-adjusted prevalence,11.3
55001,WI,Wisconsin,Adams,Current asthma among adults,Age-adjusted prevalence,11.0
55135,WI,Wisconsin,Waupaca,Current asthma among adults,Age-adjusted prevalence,11.2
55065,WI,Wisconsin,Lafayette,Current asthma among adults,Age-adjusted prevalence,11.0
56015,WY,Wyoming,Goshen,Current asthma among adults,Age-adjusted prevalence,10.1
56031,WY,Wyoming,Platte,Current asthma among adults,Age-adjusted prevalence,10.5
55111,WI,Wisconsin,Sauk,Current asthma among adults,Age-adjusted prevalence,10.9
54107,WV,West Virginia,Wood,Current asthma among adults,Age-adjusted prevalence,12.1
55015,WI,Wisconsin,Calumet,Current asthma among adults,Age-adjusted prevalence,10.7
55033,WI,Wisconsin,Dunn,Current asthma among adults,Age-adjusted prevalence,10.9
55011,WI,Wisconsin,Buffalo,Current asthma among adults,Age-adjusted prevalence,10.9
54073,WV,West Virginia,Pleasants,Current asthma among adults,Age-adjusted prevalence,11.8
54059,WV,West Virginia,Mingo,Current asthma among adults,Age-adjusted prevalence,13.4
55081,WI,Wisconsin,Monroe,Current asthma among adults,Age-adjusted prevalence,11.3
55119,WI,Wisconsin,Taylor,Current asthma among adults,Age-adjusted prevalence,10.8
55043,WI,Wisconsin,Grant,Current asthma among adults,Age-adjusted prevalence,11.1
53035,WA,Washington,Kitsap,Current asthma among adults,Age-adjusted prevalence,11.3
54069,WV,West Virginia,Ohio,Current asthma among adults,Age-adjusted prevalence,12.1
55067,WI,Wisconsin,Langlade,Current asthma among adults,Age-adjusted prevalence,11.3
55075,WI,Wisconsin,Marinette,Current asthma among adults,Age-adjusted prevalence,11.2
55029,WI,Wisconsin,Door,Current asthma among adults,Age-adjusted prevalence,10.8
53027,WA,Washington,Grays Harbor,Current asthma among adults,Age-adjusted prevalence,11.6
54027,WV,West Virginia,Hampshire,Current asthma among adults,Age-adjusted prevalence,12.1
55115,WI,Wisconsin,Shawano,Current asthma among adults,Age-adjusted prevalence,11.4
55131,WI,Wisconsin,Washington,Current asthma among adults,Age-adjusted prevalence,10.6
56011,WY,Wyoming,Crook,Current asthma among adults,Age-adjusted prevalence,10.3
55078,WI,Wisconsin,Menominee,Current asthma among adults,Age-adjusted prevalence,14.1
56027,WY,Wyoming,Niobrara,Current asthma among adults,Age-adjusted prevalence,11.3
53057,WA,Washington,Skagit,Current asthma among adults,Age-adjusted prevalence,11.1
53049,WA,Washington,Pacific,Current asthma among adults,Age-adjusted prevalence,11.4
55125,WI,Wisconsin,Vilas,Current asthma among adults,Age-adjusted prevalence,11.3
53065,WA,Washington,Stevens,Current asthma among adults,Age-adjusted prevalence,12.2
53041,WA,Washington,Lewis,Current asthma among adults,Age-adjusted prevalence,11.4
54013,WV,West Virginia,Calhoun,Current asthma among adults,Age-adjusted prevalence,13.0
55021,WI,Wisconsin,Columbia,Current asthma among adults,Age-adjusted prevalence,10.9
55061,WI,Wisconsin,Kewaunee,Current asthma among adults,Age-adjusted prevalence,10.7
54079,WV,West Virginia,Putnam,Current asthma among adults,Age-adjusted prevalence,11.8
54093,WV,West Virginia,Tucker,Current asthma among adults,Age-adjusted prevalence,12.2
54101,WV,West Virginia,Webster,Current asthma among adults,Age-adjusted prevalence,12.9
54047,WV,West Virginia,McDowell,Current asthma among adults,Age-adjusted prevalence,13.3
54017,WV,West Virginia,Doddridge,Current asthma among adults,Age-adjusted prevalence,11.9
54061,WV,West Virginia,Monongalia,Current asthma among adults,Age-adjusted prevalence,11.5
54033,WV,West Virginia,Harrison,Current asthma among adults,Age-adjusted prevalence,12.4
56021,WY,Wyoming,Laramie,Current asthma among adults,Age-adjusted prevalence,10.1
55109,WI,Wisconsin,St. Croix,Current asthma among adults,Age-adjusted prevalence,10.4
54109,WV,West Virginia,Wyoming,Current asthma among adults,Age-adjusted prevalence,13.0
56023,WY,Wyoming,Lincoln,Current asthma among adults,Age-adjusted prevalence,10.1
55053,WI,Wisconsin,Jackson,Current asthma among adults,Age-adjusted prevalence,11.2
55093,WI,Wisconsin,Pierce,Current asthma among adults,Age-adjusted prevalence,10.7
55045,WI,Wisconsin,Green,Current asthma among adults,Age-adjusted prevalence,10.7
54099,WV,West Virginia,Wayne,Current asthma among adults,Age-adjusted prevalence,12.7
55113,WI,Wisconsin,Sawyer,Current asthma among adults,Age-adjusted prevalence,11.4
56035,WY,Wyoming,Sublette,Current asthma among adults,Age-adjusted prevalence,10.0
55037,WI,Wisconsin,Florence,Current asthma among adults,Age-adjusted prevalence,11.0
53077,WA,Washington,Yakima,Current asthma among adults,Age-adjusted prevalence,10.7
55041,WI,Wisconsin,Forest,Current asthma among adults,Age-adjusted prevalence,12.5
55079,WI,Wisconsin,Milwaukee,Current asthma among adults,Age-adjusted prevalence,11.8
55007,WI,Wisconsin,Bayfield,Current asthma among adults,Age-adjusted prevalence,11.2
53029,WA,Washington,Island,Current asthma among adults,Age-adjusted prevalence,10.6
53039,WA,Washington,Klickitat,Current asthma among adults,Age-adjusted prevalence,11.4
53023,WA,Washington,Garfield,Current asthma among adults,Age-adjusted prevalence,11.3
54095,WV,West Virginia,Tyler,Current asthma among adults,Age-adjusted prevalence,12.3
56033,WY,Wyoming,Sheridan,Current asthma among adults,Age-adjusted prevalence,10.2
54091,WV,West Virginia,Taylor,Current asthma among adults,Age-adjusted prevalence,12.4
55103,WI,Wisconsin,Richland,Current asthma among adults,Age-adjusted prevalence,11.1
56045,WY,Wyoming,Weston,Current asthma among adults,Age-adjusted prevalence,10.0
54105,WV,West Virginia,Wirt,Current asthma among adults,Age-adjusted prevalence,12.6
54029,WV,West Virginia,Hancock,Current asthma among adults,Age-adjusted prevalence,12.3
56017,WY,Wyoming,Hot Springs,Current asthma among adults,Age-adjusted prevalence,10.8
54103,WV,West Virginia,Wetzel,Current asthma among adults,Age-adjusted prevalence,12.4
